lineId	chId	mId	chName	dialogue
L257893	u5680	m376	JUDITH	... and I said that...
L257875	u5680	m376	JUDITH	We already did the river. Let's go down and across the old bridge. We can circle back.
L257874	u5678	m376	GRACE	You want to go down or stay along the river?
L257873	u5680	m376	JUDITH	Why don't we just cut through the woods?
L257872	u5678	m376	GRACE	Do you want to go around by the old road?
L257871	u5680	m376	JUDITH	I just could never say it!
L257870	u5678	m376	GRACE	...Oh, come on! You think the same thing!
L257851	u5678	m376	GRACE	Can I come? I'll start a fire...
L257850	u5680	m376	JUDITH	My parents are having friends from college over. They're really nice... They have this gorgeous son who wants to be a forest ranger.
L257849	u5678	m376	GRACE	So?
L257848	u5680	m376	JUDITH	I thought your mom's coming up?
L257847	u5678	m376	GRACE	You want to go to a movie tonight?
L257846	u5680	m376	JUDITH	It's warmer than I thought.
L258869	u5678	m376	GRACE	I did. He said he had work to do until late.
L258868	u5682	m376	ROBERT	Shouldn't we have invited Tom over?
L258773	u5678	m376	GRACE	Can we show him Pilgrim, Tom?
L258772	u5682	m376	ROBERT	I know. Amazing.
L258771	u5678	m376	GRACE	Did you notice -- no cane?
L258019	u5678	m376	GRACE	I want to see Pilgrim.
L258018	u5682	m376	ROBERT	What, sweetheart?
L258000	u5678	m376	GRACE	NO!
L257999	u5682	m376	ROBERT	Honey, you all right? Did something fall?
L257993	u5678	m376	GRACE	Maybe... look -- just...
L257992	u5682	m376	ROBERT	You want to watch some television?
L257989	u5678	m376	GRACE	No, I'm just not that hungry.
L257988	u5682	m376	ROBERT	Do you want something else, honey? We order something else?
L257986	u5682	m376	ROBERT	OK, OK.
L257985	u5678	m376	GRACE	Dad! I can do it, OK?!
L257980	u5678	m376	GRACE	How's Pilgrim doing?
L257979	u5682	m376	ROBERT	No, not yet.
L257978	u5678	m376	GRACE	Have you heard from Judith's parents?
L258660	u5685	m376	TWIN	You're the one who's stupid -- letting her go and fall off your horse!!
L258659	u5679	m376	JOE	You shut up, stupid!
L258658	u5685	m376	TWIN	You just showing off for her!
L258657	u5679	m376	JOE	Don't be such a baby!
L258654	u5685	m376	TWIN	WAS SO!
L258653	u5679	m376	JOE	YA JUST HAD A TURN. IT WAS NOT.
L258652	u5685	m376	TWIN	IT WAS MY TURN!
L258790	u5682	m376	ROBERT	I haven't been back in over twenty years, but I wouldn't be surprised. The population's larger.
L258789	u5684	m376	TOM	Is the poverty worse, now, you think?
L258785	u5682	m376	ROBERT	I understand...
L258784	u5684	m376	TOM	Well, like I told your wife, it's really up to Pilgrim.
L258783	u5682	m376	ROBERT	How much longer do you think?
L258782	u5684	m376	TOM	We still have a way to go.
L258781	u5682	m376	ROBERT	I can't believe it's the same horse.
L258769	u5684	m376	TOM	Oh yeah...
L258768	u5682	m376	ROBERT	Hi. It's a pleasure. I'm very grateful for the way you took in my girls here. I bet you were surprised when they just showed up out of nowhere.
L258077	u5683	m376	RONA	Honey... I was always good.
L258076	u5684	m376	TOM	You know, Rona, we weren't all that good together even when we were good together.
L258074	u5684	m376	TOM	Sometimes.
L258073	u5683	m376	RONA	Does a horse miss a saddle?
L258072	u5684	m376	TOM	You ever miss it?
L258071	u5683	m376	RONA	Long enough.
L258070	u5684	m376	TOM	How long were you married?
L258069	u5683	m376	RONA	What are you looking at, young man?
L258068	u5683	m376	RONA	The number's by the phone.
L258067	u5684	m376	TOM	I don't any woman in New York. But from what I hear, most of them are wound up.
L258066	u5683	m376	RONA	Oh I clear forget. You had a call from some woman in New York. She sounded pretty wound up.
L258042	u5684	m376	TOM	Oh-oh... Maybe I better get back in the truck.
L258041	u5683	m376	RONA	Kind of trouble I'm in the mood for.
L258040	u5684	m376	TOM	If it's not too much trouble, I thought I might.
L258039	u5683	m376	RONA	Fit? You want to check my teeth.  Good crowd today. I think you'll have some fun. You going to stay for dinner?
L258038	u5684	m376	TOM	You're looking fit.
L258037	u5683	m376	RONA	I wouldn't know what to do if you were on time.
L258036	u5684	m376	TOM	Hey, Rona. Sorry I'm late.
L258035	u5683	m376	RONA	Hey, darlin'.
L258065	u5684	m376	TOM	Well, if the rider's nuts, the horse bolts.  That's the whole lesson right there. You have a good day now... Just... keep on freeing yourself up.
L258064	u5686	m376	WOMAN	What do you mean?
L258063	u5684	m376	TOM	Well... Dale... you know, a lot of this stuff... it just... nuts and bolts.
L258062	u5686	m376	WOMAN	About horses? I'd love to learn more about it myself. Do you offer any private lessons for riders?
L258061	u5684	m376	TOM	What stuff is that?
L258060	u5686	m376	WOMAN	Where did you learn all this stuff?
L258059	u5684	m376	TOM	Well, that'll happen.
L354056	u6345	m423	PALOMA	It's pathetic. You can't be desperately in love when you're 14 years old.
L354055	u6322	m423	AMADO	So?
L354054	u6345	m423	PALOMA	Joanie Orozco's telling the whole school she's like desperately in love with Santo Guerra.
L354053	u6322	m423	AMADO	Just shut up.
L354052	u6345	m423	PALOMA	And those stupid girls who hang out with them--
L354051	u6322	m423	AMADO	I don't pretend I came over on the Mayflower--
L354050	u6345	m423	PALOMA	Who'd want to be friends with that bunch of pachuco wannabes?
L354049	u6322	m423	AMADO	I'm not talking to you. You don't have any friends.
L354048	u6345	m423	PALOMA	You jerk--
L354425	u6322	m423	AMADO	Catholic school, nasty.
L354424	u6347	m423	PILAR	Two years at hard labor, Our Lady of Perpetual Help.
L354423	u6322	m423	AMADO	And what did she do?
L354422	u6347	m423	PILAR	I said pretty much the same thing to my mother when I was your age.
L354421	u6322	m423	AMADO	It's my life. If I want to fuck it up, that's my business.
L354420	u6347	m423	PILAR	If you grew up to he anywhere near as good a man as your father was, I would be happy! I would be thrilled.
L354419	u6322	m423	AMADO	Oh, come on--you and Grandma think anybody who works with their hands is a peasant. When Dad--
L354418	u6347	m423	PILAR	That isn't true.
L354417	u6322	m423	AMADO	I'm not settling for anything. I like cars, it's just not a move up the ladder to you, so you think it's a waste.
L354416	u6347	m423	PILAR	I think you can learn whatever you want to. I just don't see you doing it. If you want to settle for--
L354415	u6322	m423	AMADO	You think I can't learn that?
L354414	u6347	m423	PILAR	You can fix old cars. Mr. Washburn told me that the cars they're making now are all computerized--
L354413	u6322	m423	AMADO	I can fix cars.
L354412	u6347	m423	PILAR	How do you think you're going to make a living?
L354411	u6347	m423	PILAR	Save your breath. That line doesn't cut it with me.
L354410	u6322	m423	AMADO	They stole our land--
L354409	u6347	m423	PILAR	That makes it okay?
L354408	u6322	m423	AMADO	Just some rich Anglo out on the lake. Don't even live here all year.
L354407	u6347	m423	PILAR	Don't try to con me, Amado. You knew how they got all those things.
L354406	u6322	m423	AMADO	They're not going to jail.
L354405	u6347	m423	PILAR	So I'm worried about you. I don't want you to end up in jail like your friends.
L354404	u6322	m423	AMADO	So?
L354403	u6347	m423	PILAR	--you're going to be on your own.
L354402	u6322	m423	AMADO	I can't take any more school.
L354401	u6347	m423	PILAR	I'm only going to have you for two more years. If you decide not to go on to college--
L354047	u6322	m423	AMADO	You and all of the teachers in this dump--your story's over, so you don't want anybody else to have fun.
L354046	u6347	m423	PILAR	Leave your sister out of it.
L354045	u6322	m423	AMADO	Just 'cause I'm not like Little Miss Honor Roll here--
L354044	u6347	m423	PILAR	Oh, come on, Amado--
L354043	u6322	m423	AMADO	If you had your way I wouldn't have any friends.
L353854	u6347	m423	PILAR	You'll find out when I get you home. Thanks, Sam.
L353853	u6322	m423	AMADO	I don't know what the big deal is.
L354652	u6323	m423	ATHENA	Thank you, sir.
L354651	u6332	m423	DEL	You're dismissed, Private.
L354650	u6323	m423	ATHENA	Yes, sir.
L354649	u6332	m423	DEL	Why don't you start with that?
L354647	u6323	m423	ATHENA	No, sir. They all been real straight with me.
L354646	u6332	m423	DEL	Any serious problems with your sergeant or your fellow soldiers?
L354645	u6323	m423	ATHENA	No, sir. Not at all.
L354644	u6332	m423	DEL	Do you think you've been discriminated against on this post?
L354643	u6323	m423	ATHENA	They got people to fight. Arabs, yellow people, whatever. Might as well use us.
L354642	u6332	m423	DEL	"Why do you think they let us in on the ""deal""?"
L354641	u6332	m423	DEL	Chaos.
L354640	u6323	m423	ATHENA	Outside it's--it's such a mess--it's--
L354639	u6332	m423	DEL	Because it's a job?
L354638	u6323	m423	ATHENA	I do, sir.
L354637	u6332	m423	DEL	With your attitude, Private, I'm surprised you want to stay in the service.
L354636	u6323	m423	ATHENA	I mean, follow orders, sir.
L354635	u6332	m423	DEL	Do whatever they tell you--
L354634	u6323	m423	ATHENA	Work hard, be good at your job. Sir. Do whatever they tell you.
L354633	u6332	m423	DEL	How do you think I got to be a colonel?
L354632	u6323	m423	ATHENA	It's their country. This is one of the best deals they offer.
L354631	u6332	m423	DEL	Please.
L354630	u6323	m423	ATHENA	You really want to know, sir?
L354629	u6332	m423	DEL	Well?
L354627	u6332	m423	DEL	And that's the job? Nothing about serving your country?
L354626	u6323	m423	ATHENA	The--the officers.
L354625	u6332	m423	DEL	"Who's ""they""?"
L354624	u6323	m423	ATHENA	Follow orders. Do whatever they say.
L354623	u6332	m423	DEL	What exactly do you think your job is, Private?
L354622	u6323	m423	ATHENA	I am, sir.
L354621	u6332	m423	DEL	You don't sound too enthusiastic.
L354620	u6323	m423	ATHENA	I-I can do the job, sir.
L354619	u6332	m423	DEL	Do you believe in what we're doing here, Private Johnson?
L354618	u6323	m423	ATHENA	Yes, sir--
L354617	u6332	m423	DEL	When you were given the opportunity to enlist, a kind of contract was agreed upon. I think the Army has honored its part of that agreement.
L354616	u6323	m423	ATHENA	I'm sorry, sir.
L354615	u6332	m423	DEL	Then how would you explain the fact that out of one hundred twenty people we tested, you're the only one who came up positive for drugs?
L354614	u6323	m423	ATHENA	No, sir--
L354613	u6332	m423	DEL	Private Johnson, are you unhappy in the Army?
L353963	u6323	m423	ATHENA	Thank you, Sergeant Major.
L353962	u6330	m423	CLIFF	You're dismissed.
L353961	u6323	m423	ATHENA	Thank you, Sergeant Major.
L353960	u6330	m423	CLIFF	If the incident happened the way you say it did, there hasn't been an infraction.
L353959	u6323	m423	ATHENA	Will this go on my record?
L353958	u6330	m423	CLIFF	He's going to lose a lung. This is not good news for Athena--
L353957	u6323	m423	ATHENA	Out of the Army?
L353954	u6330	m423	CLIFF	He'll live.
L353953	u6323	m423	ATHENA	Sergeant Major? How is Richie doing? Private Graves?
L353952	u6323	m423	ATHENA	I'm sorry, Sergeant Major. There wasn't anything I could do. Shadow gets crazy--
L353951	u6330	m423	CLIFF	It's not our job to get involved in your personal life, but when it interferes with the training here--
L353944	u6323	m423	ATHENA	From back in Houston. We both come up on Fifth Street.
L353943	u6330	m423	CLIFF	So you knew this young man before?
L354316	u6323	m423	ATHENA	Yes, Sergeant.
L354315	u6348	m423	PRISCILLA	You and one hundred nineteen other fortunate individuals. Put it in gear.
L354314	u6323	m423	ATHENA	You're testing me?
L354313	u6348	m423	PRISCILLA	I'm very happy to hear that, Private. Now you go put some pee-pee in a cup for Dr. Innis and I'll be feeling okay, too.
L354312	u6323	m423	ATHENA	I'm feeling okay--
L354311	u6348	m423	PRISCILLA	Report to Dr. Innis at the clinic.
L354310	u6323	m423	ATHENA	Sergeant?
L354309	u6348	m423	PRISCILLA	Private Johnson!
L353950	u6323	m423	ATHENA	I know that, Sergeant. We were just dancing. There was a bunch of us there. Shadow just come down looking for trouble.
L353949	u6348	m423	PRISCILLA	We're not running a dating service here.
L353948	u6323	m423	ATHENA	We were just dancing--
L353947	u6348	m423	PRISCILLA	And you and Private Graves--
L353946	u6323	m423	ATHENA	If I had I wouldn't have gone in.
L353945	u6348	m423	PRISCILLA	Did you know he was going to be there last night?
L353906	u6351	m423	SAM	Yeah, it's a pretty cold trail.
L353905	u6324	m423	BEN	What I will do is keep names out of it till we got some answers or hit a dead end. You know how the press is with a murder story--even if it's forty years old.
L353904	u6351	m423	SAM	You got to investigate. No question about it.
L353903	u6324	m423	BEN	If it was some poor mojado, swam across at night, got lost in the scrub and starved out there, we wouldn't go any further. But this is a formerly prominent citizen.
L353902	u6351	m423	SAM	So is Buddy on your short list?
L353901	u6324	m423	BEN	Just wondering.
L353900	u6351	m423	SAM	He swore by it.  What?
L353899	u6324	m423	BEN	A .45--
L353898	u6351	m423	SAM	Colt Peacemaker.
L353897	u6324	m423	BEN	You uhm--you remember what old Buddy carried for a side arm?
L353896	u6351	m423	SAM	So he could have gone out to the base, hopped the fence, dug down into the dirt on the old rifle range and had a heart attack.
L353895	u6324	m423	BEN	Skull was intact, no soft tissue left--not much to go on.
L353894	u6351	m423	SAM	You got a cause of death?
L353893	u6324	m423	BEN	Everybody on the border knows that story.
L353892	u6351	m423	SAM	You know the popular version of how he left town.
L353891	u6324	m423	BEN	Yeah.
L353890	u6351	m423	SAM	--it didn't come out of a cereal box.
L353889	u6324	m423	BEN	That badge--
L353888	u6351	m423	SAM	Charley Wade.
L353887	u6324	m423	BEN	Male, 40 to 50 years old, five-foot- eleven, chewed tobacco--then we get into the dental records--
L353886	u6351	m423	SAM	Nice job.
L353885	u6324	m423	BEN	We find a body, it's either Skinny or Stinky, depending on how much meat there is on the bones.
L353884	u6351	m423	SAM	Skinny?
L353883	u6324	m423	BEN	Yeah, this is Skinny.
L353882	u6351	m423	SAM	That the word on our boy?
L353881	u6351	m423	SAM	Yeah, we'll have folks swimming over to Mexico to work in the sweatshops.
L353880	u6324	m423	BEN	Gonna pull a lot of jobs out of this county.
L353879	u6351	m423	SAM	September '97, that's all she wrote.
L353878	u6324	m423	BEN	I hear they're closing that post down.
L353877	u6351	m423	SAM	Business is booming. Got your drugs, got your illegals--had a shooting the other night at Big O's--Soldier got ventilated.
L353876	u6324	m423	BEN	How's business?
L353875	u6351	m423	SAM	Hey, Ben. Thanks for coming down.
L353874	u6324	m423	BEN	Sam the Man.
L353765	u6325	m423	BUDDY	Now or later, Charley. You won't have any trouble finding me.
L353764	u6353	m423	WADE	You little pissant--
L353763	u6325	m423	BUDDY	There's not a soul in this county isn't sick to death of your bullshit, Charley. You made yourself scarce, you could make a lot of people happy.
L353762	u6353	m423	WADE	You're fired. You're outta the department.
L353761	u6325	m423	BUDDY	Whole different story; isn't it?
L353760	u6353	m423	WADE	Who said anything about shootin' anybody?
L353759	u6325	m423	BUDDY	You ever shoot anybody was looking you in the eye?
L353757	u6353	m423	WADE	You do whatever I say you do or else you put it on the trail, son.
L353756	u6325	m423	BUDDY	I'm not picking it up.
L353755	u6353	m423	WADE	You feeling bad for Jimmy? Have him tell you the size of the mordida they took out of his hide when he run a place on the other side. Those old boys in Ciudad Leon--
L353754	u6325	m423	BUDDY	That's not the point.
L353753	u6353	m423	WADE	There's gonna be some left over for you, Buddy. I take care of my boys.
L353752	u6325	m423	BUDDY	It's your deal. You sweated it out of him, you pick it up.
L353748	u6353	m423	WADE	"I roust some muchacho on the street, doesn't have his papers, all he got to say is ""Yo trabajo para Jimmy Herrera."""
L353747	u6325	m423	BUDDY	So?
L353746	u6353	m423	WADE	Jimmy got a kitchen full of wetbacks, most of 'em relatives. People breed like chickens.
L353745	u6325	m423	BUDDY	What's that for?
L354691	u6326	m423	BUNNY	Thanks. I like it when you say that, Sam.
L354690	u6351	m423	SAM	You look good, Bunny. It's nice to see you.
L354689	u6326	m423	BUNNY	"I only got my little girl now, he says, ""she's my lifeline."" Then he tells me I can't be in the box anymore if I can't control myself. Sonofabitch don't even watch the damn game, just sits there drinking with his bidness friends, look up at the TV now and then. I do better to sit in the cheap seats with some real football people."
L354688	u6351	m423	SAM	I think they have another fella there to keep it off your chest. A spotter.
L354687	u6326	m423	BUNNY	This boy from West Side, plays tackle both ways. Bench-presses 350 pounds. You imagine having that much weight on top of you? Pushing down? Be hard to breathe. Hard to swallow.
L354686	u6351	m423	SAM	What?
L354685	u6326	m423	BUNNY	350 pounds.
L354683	u6326	m423	BUNNY	No, it wasn't, was it? You didn't exactly throw yourself into it heart and soul, did you?
L354682	u6351	m423	SAM	It wasn't just you, Bunny.
L354681	u6326	m423	BUNNY	You kind of bought yourself a pig in a poke, didn't you, Sam? All that time we were first seeing each other you didn't know I was tightly wound--
L354680	u6351	m423	SAM	Suppose not.
L354679	u6326	m423	BUNNY	You watch the draft this year? 'Course you didn't, idiot question. They try to make it dramatic, like there's some big surprise who picks who in the first round? Only they been working it over with their experts and their computers for months. Doctor's reports, highlight reels, coaches' evaluations, psychological profiles--hell, I wouldn't be surprised if they collected stool samples on these boys, have 'em analyzed. All this stuff to pick a football player for your squad. Compared to that, what you know about the person you get married to don't amount to diddly, does it?
L354678	u6351	m423	SAM	You didn't--uhm--you didn't have one of your fires, did you? The stuff I left in the garage--some of it was my father's--
L354677	u6326	m423	BUNNY	Yeah. Sort of. Daddy rounds 'em up. You aren't talking about money, their beady little eyes go dead.
L354676	u6351	m423	SAM	No. You?
L354675	u6326	m423	BUNNY	"Least he never called me that. With me, it was always ""high-strung."" ""My Bunny might have done something with her life, she wasn't so high-strung."" Or ""tightly wound,"" that was another one. You seeing anyone?"
L354674	u6351	m423	SAM	Bunny, is that stuff I left in the garage still there?
L354673	u6326	m423	BUNNY	"Daddy hired a pinhead to take your job. He says so himself. Says ""Even my son-in-law was better than this pinhead I got now""."
L354672	u6351	m423	SAM	Best part of the job.
L354671	u6326	m423	BUNNY	You look awful good in that uniform, though.
L354670	u6351	m423	SAM	Same weight I always was.
L354669	u6326	m423	BUNNY	"Daddy calls it an ""altercation."" How you doing, Sam? You look skinny."
L354668	u6351	m423	SAM	You were in a fight--
L354667	u6326	m423	BUNNY	--they hadn't pulled me off that woman I would have jerked a knot in her.
L354666	u6351	m423	SAM	Yeah, well--
L354665	u6326	m423	BUNNY	--and that squeaker the Aggies dropped to Oklahoma-sonofabitch stepped in some lucky shit before he kicked that goal--
L354664	u6351	m423	SAM	You look good--
L354663	u6326	m423	BUNNY	Last year was awful rough--Mama passing on and the whole business with O.J.--I mean it's not like it was Don Meredith or Roger Staubach or one of our own boys, but it really knocked me for a loop--
L354662	u6351	m423	SAM	No, you look good. I was just wondering.
L354661	u6326	m423	BUNNY	Do I seem jumpy?
L354660	u6351	m423	SAM	Bunny, you--uhm--you on that same medication?
L354659	u6326	m423	BUNNY	"Well, Daddy's got his box at the stadium, of course, and I'll fly to the Cowboy away games when they're in the Conference. Then there's the high school on Friday' nights. West Side got a boy 6'6"", 310, moves like a cat. High school, we're talkin'. Guess how much he can bench-press?"
L354658	u6351	m423	SAM	You still going to all the home games?
L354657	u6351	m423	SAM	Rio. BUNNY Right. This kid, Hosea Brown? Does tire 40 in 3.4, soft hands, lateral movement--the whole package. Only a sophomore--
L354656	u6326	m423	BUNNY	Oh. Right. And you're in--?
L354655	u6351	m423	SAM	That's in Maverick County.
L354654	u6326	m423	BUNNY	The Longhorns gonna kick some serious butt this Saturday, you just watch. We got a kid at tailback from down your way--outta El Indio--
L354719	u6327	m423	CAROLYN	He never asked her.
L354718	u6332	m423	DEL	My mother said he never asked about--
L354717	u6327	m423	CAROLYN	Otis went on like you were that guy who won the Gulf War. Colin whatsit.
L354716	u6332	m423	DEL	It's a small post and they're phasing it out in two years, but I moved up in rank and--well, a command is a command.
L354715	u6327	m423	CAROLYN	Yeah, I know--Man made me memorize the whole damn Army chain of command before he'd marry me. So this is a big deal, commander and  all?
L354714	u6332	m423	DEL	I'm a colonel.
L354713	u6327	m423	CAROLYN	Otis stood on good terms with the man. Whenever you do something makes the news, he sends it on. When they made you General, Otis just about drove away all our customers going on about it.
L354712	u6332	m423	DEL	Uncle Al--
L354711	u6327	m423	CAROLYN	Your mother got a brother--Alphonse--
L354710	u6332	m423	DEL	Where'd he get all this?
L354706	u6327	m423	CAROLYN	There was a bunch of 'em You never met. Me neither.
L354705	u6332	m423	DEL	I never met her.
L354704	u6327	m423	CAROLYN	I been here with him eight years now. He built it when he was with Leora.
L354703	u6332	m423	DEL	You've been in this house for a while?
L354700	u6327	m423	CAROLYN	Come on in.
L354699	u6332	m423	DEL	If it's too late--
L354698	u6327	m423	CAROLYN	Come on in--
L354697	u6332	m423	DEL	Colonel. Is uhm--is Otis in?
L354696	u6327	m423	CAROLYN	Hey, it's the General.
L354199	u6327	m423	CAROLYN	So that's him--
L354198	u6332	m423	DEL	You'll get official notification when I make my decision. He is out the door--Otis pulls himself a beer as Carolyn steps back out--
L354612	u6344	m423	OTIS	Well, he's living proof of that, son. Living proof.
L354611	u6328	m423	CHET	My father says the day you're  born you start from scratch, no breaks and no excuses, and you got to pull yourself up on your own.
L354610	u6344	m423	OTIS	By blood you are. But blood only means what you let it.
L354609	u6328	m423	CHET	So I'm part-Indian?
L354608	u6344	m423	OTIS	These are our people. There were Paynes in Florida, Oklahoma, Piedras Negras--couple of 'em won the whatsit-- Congressional Medal Of Honor--
L354607	u6328	m423	CHET	So how come you got into all this?
L354606	u6344	m423	OTIS	When you're his age you'll still be pissed off about him.
L354605	u6328	m423	CHET	He's still pissed off about it.
L354604	u6344	m423	OTIS	Didn't have a father?
L354603	u6328	m423	CHET	I mean, just 'cause he didn't--you know--
L354602	u6344	m423	OTIS	Well--
L354601	u6328	m423	CHET	Public Display of Affection. Every time he moves up a rank, it's like he's got to tighten the screws a little more--
L354600	u6344	m423	OTIS	PDA?
L354599	u6328	m423	CHET	No sports if I don't keep a B average, no TV on school nights, no PDA's--
L354598	u6344	m423	OTIS	He's a pretty tough old man, huh?
L354597	u6328	m423	CHET	Are you kidding? And face a court- martial?
L354596	u6344	m423	OTIS	You didn't go telling your father you were here?
L354595	u6328	m423	CHET	That guy who got shot--
L354594	u6344	m423	OTIS	I got a pretty good guess.
L354593	u6328	m423	CHET	You know who I am?
L354592	u6344	m423	OTIS	They were in the Army. Like your father.
L354591	u6328	m423	CHET	But they were Indians themselves.
L354590	u6344	m423	OTIS	Same as they done in Mexico.
L354589	u6328	m423	CHET	They fought against the Indians?
L354588	u6344	m423	OTIS	Men worked for Santa Anna down there, waited out the Civil War. The land wasn't much to feed people on, so in 1870 they come north and put up at Fort Duncan and the men joined up what was called the Seminole Negro Indian Scouts. Best trackers either side of the border. Bandits, rustlers, Texas rednecks, Kiowa, Comanche--
L354587	u6344	m423	OTIS	They got tired of fighting, went to the Indian Territories for a while. But the slave-raiders were on 'em even there, and one night they packed up and nearly the whole band rode down to Mexico. Crossed at Eagle Pass.
L354586	u6328	m423	CHET	So they stayed in Florida?
L354585	u6344	m423	OTIS	They teaching that now?  Good. Only a couple of 'em held out--this man, John Horse, and his friend Wild Cat, and a fella name of Osceola. Army put all of them in prison and Osceola died, but them other two escaped and put together a fighting band and held out another ten, fifteen years. Beat Zach Taylor and a thousand troops at Lake Okeechobee.
L354584	u6328	m423	CHET	The Trail of Tears.
L354583	u6344	m423	OTIS	He was part of the Seminole Nation, got pushed down into the Everglades in pioneer days. African people who run off from the slaveholders hooked up with them, married up, had children. When the Spanish give up Florida, the U.S.Army come down to move all them Indian peoples off to Oklahoma--
L354582	u6344	m423	OTIS	Both.
L354581	u6328	m423	CHET	He a Black man or an Indian?
L354580	u6344	m423	OTIS	Spanish in Florida called him Juan Caballo. John Horse.
L353795	u6344	m423	OTIS	Go out through the back.
L353794	u6328	m423	CHET	No sir.
L353793	u6344	m423	OTIS	You weren't in here tonight, were you?
L354792	u6328	m423	CHET	Cool.
L354791	u6332	m423	DEL	Maybe we'll clean that thing out back up, have a barbecue next weekend. We could invite him and his wife over.
L354790	u6332	m423	DEL	He does.
L354789	u6328	m423	CHET	Yeah. He lives here, right?
L354788	u6332	m423	DEL	My father.
L354787	u6328	m423	CHET	Are we going to ever see your father?
L354786	u6332	m423	DEL	Good.
L354785	u6328	m423	CHET	Fine. I'm pretty much moved in.
L354784	u6332	m423	DEL	How's your room shaping up?
L354783	u6332	m423	DEL	No.
L354782	u6328	m423	CHET	You wouldn't?
L354781	u6332	m423	DEL	Not that I don't think you'd be good at it, but--you know--I wouldn't be disappointed if you decided to do something else with your life.
L354777	u6332	m423	DEL	So you're going into the Army?
L354776	u6328	m423	CHET	You got to be in the Army, you might as well have something slick to drive.
L354775	u6332	m423	DEL	Tanks, huh?
L354774	u6328	m423	CHET	I finished that. I'm just messing around.
L354773	u6332	m423	DEL	Homework?
L354090	u6332	m423	DEL	How many B-average students do you think they take at West Point?
L354089	u6328	m423	CHET	I have a B average.
L354088	u6332	m423	DEL	I thought we already had this out? Next year, if your grades are high enough--
L354087	u6328	m423	CHET	Dad, I talked to the track coach--
L354084	u6328	m423	CHET	Dad, can I talk to you about track?
L354083	u6332	m423	DEL	Big O was always there with a  smile or a loan or a free drink.
L354081	u6332	m423	DEL	Hey, Delmore, where's your Daddy?
L354080	u6328	m423	CHET	Dad--?
L354077	u6328	m423	CHET	Dad--
L354076	u6332	m423	DEL	Otis Payne was never embarrassed about a thing in his life.
L354440	u6329	m423	CHUCHO	My government can go fuck itself, and so can yours. I'm talking about people here--men. Mi amigo Eladio Cruz is giving some friends of his a lift in his camion one day--
L354439	u6351	m423	SAM	Your government always been pretty happy to have that line. The question's just been where to draw it
L354438	u6329	m423	CHUCHO	Bird flying south-you think he sees that line? Rattlesnake, javelina-- whatever you got--halfway across that line they don't start thinking different. So why should a man?
L354435	u6351	m423	SAM	You ever know a fella named Eladio Cruz?
L354434	u6329	m423	CHUCHO	Something like that.
L354433	u6351	m423	SAM	Made some money, came back here--
L354432	u6329	m423	CHUCHO	Fifteen years in El Paso.
L354431	u6351	m423	SAM	You lived in the States for a while?
L354430	u6329	m423	CHUCHO	This place, the one across the street, four other ones around Ciudad Leon-- soy el Rey de las Llantas. King of the Tires. Lots of your people rollin' back over that bridge on my rubber.
L354429	u6351	m423	SAM	You own this place?
L354428	u6329	m423	CHUCHO	Recycling, right? We invented that. The government doesn't have to tell people to do it.
L354248	u6330	m423	CLIFF	What's it doing on a rifle range?
L354247	u6341	m423	MIKEY	They were using M-1's, yeah--
L354246	u6330	m423	CLIFF	This is the stuff we picked up the other day, right? The rest of this is all .30 caliber--
L354245	u6341	m423	MIKEY	Yeah?
L354244	u6330	m423	CLIFF	It's a .45.
L354243	u6341	m423	MIKEY	What--it's a bullet. I'm lousy with bullets here.
L354242	u6330	m423	CLIFF	Mikey look at this--
L354241	u6341	m423	MIKEY	If I stayed out past ten with the guys she'd go into her Madame Butterfly routine--
L354240	u6330	m423	CLIFF	Mikey--
L354239	u6341	m423	MIKEY	Her parents acted like I was gonna blow my nose on their curtains--
L354238	u6330	m423	CLIFF	Mikey--
L354237	u6341	m423	MIKEY	I knew she was Japanese going into it, but she didn't tell me the ninja assassin part--
L354236	u6330	m423	CLIFF	Hey, Mikey--
L354235	u6341	m423	MIKEY	Always heartwarming to see a prejudice defeated by a deeper prejudice.  But marriage, man--I did two tours in Southeast Asia and I was married for five years--I couldn't tell you which experience was worse.
L354234	u6330	m423	CLIFF	Priscilla says they think any woman over 30 who isn't married must be a lesbian. She figures they'll be so relieved I'm a man--
L354233	u6341	m423	MIKEY	You met her family? They gonna be cool about you being a white guy?
L354232	u6330	m423	CLIFF	Maybe.
L354231	u6341	m423	MIKEY	You going to get married?
L354230	u6330	m423	CLIFF	I think it's beyond what you'd call dating.
L354229	u6341	m423	MIKEY	Never thought I'd see the day a buddy of mine was dating a woman with three up and three down on her shoulder.
L353873	u6330	m423	CLIFF	You get the feeling he doesn't want to be here?
L353872	u6341	m423	MIKEY	Guy cracks walnuts with his asshole.
L353860	u6341	m423	MIKEY	We had a kid pass out in the men's room. The town isn't much.
L353859	u6330	m423	CLIFF	Since I've been stationed here? A fistfight now and then--
L353688	u6341	m423	MIKEY	He can't hear with that rig on-- Mikey!
L353687	u6330	m423	CLIFF	The Sheriff says we shouldn't touch anything,
L353675	u6341	m423	MIKEY	Cliff--
L353674	u6330	m423	CLIFF	You live in a place, you should know something about it. Explore--
L353673	u6341	m423	MIKEY	Cliff--
