mId,movieTitle,movieYear,rating,geners,female_lines_count,male_lines_count,unknown_lines_count,female_lines_percentage,male_lines_percentage,unknown_lines_percentage
m439,midnight express,1978,7.6,"['biography', 'crime', 'drama', 'thriller']",0,157,106,0.0,59.6958174904943,40.3041825095057
m440,mimic,1997,5.7,"['drama', 'horror', 'sci-fi']",75,125,43,30.864197530864196,51.440329218106996,17.695473251028808
m441,misery,1990,7.8,['thriller'],195,191,10,49.24242424242424,48.23232323232323,2.525252525252525
m442,mission: impossible ii,2000,5.7,"['action', 'adventure', 'thriller']",104,290,62,22.807017543859647,63.59649122807017,13.596491228070176
m443,mission: impossible,1996,6.9,"['action', 'adventure', 'thriller']",82,280,77,18.678815489749432,63.781321184510254,17.539863325740317
m444,moonstruck,1987,7.1,"['comedy', 'romance', 'drama']",317,286,68,47.24292101341281,42.62295081967213,10.134128166915051
m445,monty python and the holy grail,1975,8.4,"['adventure', 'comedy']",0,257,248,0.0,50.89108910891089,49.10891089108911
m446,mrs brown,1997,7.2,"['biography', 'drama', 'history', 'romance']",103,309,72,21.280991735537192,63.84297520661158,14.87603305785124
m447,arcade,1993,4.6,['sci-fi'],113,95,69,40.794223826714806,34.29602888086642,24.90974729241877
m448,mulholland dr.,2001,8.0,"['drama', 'mystery', 'thriller']",182,64,103,52.14899713467048,18.33810888252149,29.512893982808023
m449,murderland,2009,5.8,"['crime', 'drama', 'mystery']",109,366,9,22.520661157024794,75.6198347107438,1.859504132231405
m450,my girl 2,1994,4.8,"['comedy', 'drama', 'family', 'romance']",327,239,81,50.540958268933544,36.93972179289026,12.5193199381762
m451,my girl,1991,6.4,"['comedy', 'drama', 'family', 'romance']",353,242,55,54.307692307692314,37.230769230769226,8.461538461538462
m452,my best friend's wedding,1997,6.2,"['comedy', 'romance']",291,174,32,58.55130784708249,35.01006036217304,6.438631790744467
m453,nashville,1975,7.7,"['drama', 'music']",69,215,245,13.043478260869565,40.64272211720227,46.31379962192816
m454,natural born killers,1994,7.1,"['action', 'crime', 'drama', 'romance', 'thriller']",0,256,156,0.0,62.13592233009708,37.86407766990291
m455,nothing but a man,1964,7.8,"['drama', 'romance']",139,298,120,24.95511669658887,53.50089766606823,21.543985637342907
m456,the negotiator,1998,7.2,"['action', 'crime', 'drama', 'mystery', 'thriller']",0,0,29,0.0,0.0,100.0
m457,neuromancer,1988,9.3,"['action', 'adventure', 'animation', 'sci-fi']",71,180,175,16.666666666666664,42.25352112676056,41.07981220657277
m458,never been kissed,1999,5.7,"['comedy', 'drama', 'romance']",267,134,64,57.41935483870968,28.817204301075268,13.763440860215054
m459,the nightmare before christmas,1993,8.0,"['animation', 'family', 'fantasy', 'musical']",20,0,59,25.31645569620253,0.0,74.68354430379746
m460,a nightmare on elm street part 2: freddy's revenge,1985,4.9,"['fantasy', 'horror', 'thriller']",73,122,50,29.795918367346943,49.795918367346935,20.408163265306122
m461,a nightmare on elm street 3: dream warriors,1987,6.3,"['fantasy', 'horror', 'thriller']",131,85,123,38.64306784660767,25.073746312684364,36.283185840707965
m462,notting hill,1999,6.9,"['comedy', 'romance']",171,356,129,26.067073170731707,54.268292682926834,19.664634146341463
m463,one flew over the cuckoo's nest,1975,8.9,['drama'],106,453,143,15.0997150997151,64.52991452991454,20.37037037037037
m464,only you,1994,6.2,"['comedy', 'romance']",473,147,82,67.37891737891738,20.94017094017094,11.68091168091168
m465,on the waterfront,1954,8.4,"['crime', 'drama', 'romance']",126,401,95,20.257234726688104,64.46945337620579,15.27331189710611
m466,orgy of the dead,1965,2.5,"['fantasy', 'horror']",67,44,72,36.6120218579235,24.043715846994534,39.34426229508197
m467,out of sight,1998,7.2,"['comedy', 'crime', 'romance', 'thriller']",286,638,68,28.830645161290324,64.31451612903226,6.854838709677419
m468,pearl harbor,2001,5.4,"['action', 'drama', 'romance', 'war']",42,164,126,12.650602409638553,49.39759036144578,37.95180722891566
m469,peggy sue got married,1986,6.3,"['comedy', 'drama', 'fantasy', 'romance']",392,248,74,54.90196078431373,34.73389355742297,10.364145658263306
m470,pet sematary ii,1992,4.2,"['action', 'horror', 'thriller']",0,71,70,0.0,50.35460992907801,49.645390070921984
m471,philadelphia,1993,7.6,['drama'],33,370,143,6.043956043956044,67.76556776556777,26.190476190476193
m472,pitch black,2000,7.0,"['action', 'sci-fi', 'thriller']",150,198,94,33.93665158371041,44.79638009049774,21.266968325791854
m473,planet of the apes,2001,5.5,"['action', 'adventure', 'sci-fi', 'thriller', 'animation', 'action', 'adventure', 'sci-fi']",0,224,187,0.0,54.50121654501216,45.49878345498784
m474,platoon,1986,8.2,"['action', 'drama', 'war']",0,81,147,0.0,35.526315789473685,64.47368421052632
m475,playback,1996,3.6,['thriller'],184,289,375,21.69811320754717,34.08018867924528,44.221698113207545
m476,the ploughman's lunch,1983,6.8,['drama'],80,208,51,23.59882005899705,61.35693215339233,15.04424778761062
m477,point break,1991,6.9,"['action', 'adventure', 'crime', 'drama', 'sport', 'thriller']",29,240,26,9.830508474576272,81.35593220338984,8.813559322033898
m478,predator,1987,7.8,"['action', 'adventure', 'sci-fi', 'thriller']",0,29,76,0.0,27.61904761904762,72.38095238095238
m479,pretty woman,1990,6.7,"['comedy', 'romance']",280,301,53,44.164037854889585,47.47634069400631,8.3596214511041
m480,the princess bride,1987,8.1,"['adventure', 'comedy', 'family', 'fantasy', 'romance']",50,318,132,10.0,63.6,26.400000000000002
m481,the producers,1968,7.7,['comedy'],0,309,67,0.0,82.18085106382979,17.819148936170212
m482,psycho,1960,8.7,"['drama', 'horror', 'mystery', 'thriller', 'thriller']",188,298,92,32.52595155709342,51.55709342560554,15.916955017301039
m483,maniac,1980,6.2,"['drama', 'horror', 'thriller']",0,0,116,0.0,0.0,100.0
m484,vampyr,1932,7.6,"['fantasy', 'horror']",0,0,32,0.0,0.0,100.0
m485,mystery of the wax museum,1933,6.8,"['horror', 'mystery', 'thriller']",159,81,113,45.04249291784703,22.946175637393768,32.01133144475921
m486,quantum project,2000,4.8,"['short', 'adventure', 'drama', 'romance']",20,26,8,37.03703703703704,48.148148148148145,14.814814814814813
m487,rambling rose,1991,6.6,['drama'],366,430,21,44.798041615667074,52.63157894736842,2.570379436964504
m488,red white black & blue,2006,6.3,['documentary'],0,79,315,0.0,20.050761421319795,79.94923857868021
m489,star wars: episode vi - return of the jedi,1983,8.3,"['action', 'adventure', 'fantasy', 'sci-fi']",0,114,147,0.0,43.67816091954023,56.32183908045977
m490,the rocky horror picture show,1975,7.1,"['comedy', 'musical']",50,86,53,26.455026455026452,45.5026455026455,28.04232804232804
m491,rocky,1976,8.1,"['drama', 'romance', 'sport']",96,465,101,14.501510574018129,70.2416918429003,15.256797583081571
m492,who framed roger rabbit,1988,7.6,"['animation', 'comedy', 'crime', 'family', 'fantasy', 'mystery', 'animation', 'adventure', 'action', 'fantasy']",53,270,34,14.84593837535014,75.63025210084034,9.523809523809524
m493,romeo and juliet,1968,7.8,"['drama', 'romance']",84,156,66,27.450980392156865,50.98039215686274,21.568627450980394
m494,ronin,1998,7.2,"['action', 'crime', 'thriller']",69,324,161,12.454873646209386,58.48375451263538,29.061371841155236
m495,route 9,1998,6.0,"['crime', 'drama']",73,444,89,12.046204620462046,73.26732673267327,14.686468646864686
m496,rush hour 2,2001,6.5,"['action', 'comedy', 'crime', 'thriller']",32,417,78,6.072106261859583,79.12713472485768,14.800759013282732
m497,rush hour,1998,6.8,"['action', 'comedy', 'thriller', 'crime']",23,239,63,7.076923076923077,73.53846153846155,19.384615384615383
m498,runaway bride,1999,5.2,"['comedy', 'romance']",203,181,86,43.19148936170213,38.51063829787234,18.29787234042553
m499,sleepless in seattle,1993,6.6,"['comedy', 'romance', 'drama']",234,309,92,36.85039370078741,48.661417322834644,14.488188976377952
m500,salt of the earth,1954,7.6,"['drama', 'history']",74,0,192,27.819548872180448,0.0,72.18045112781954
m501,the salton sea,2002,7.1,"['crime', 'drama', 'mystery', 'thriller']",74,372,112,13.261648745519713,66.66666666666666,20.07168458781362
m502,saving private ryan,1998,8.5,"['action', 'drama', 'history', 'war']",0,441,42,0.0,91.30434782608695,8.695652173913043
m503,say anything...,1989,7.5,"['comedy', 'drama', 'romance']",231,330,115,34.171597633136095,48.81656804733728,17.011834319526628
m504,schindler's list,1993,8.9,"['biography', 'drama', 'history', 'war']",0,172,66,0.0,72.26890756302521,27.73109243697479
m505,scream 2,1997,5.9,"['horror', 'mystery', 'thriller']",159,95,185,36.21867881548975,21.64009111617312,42.14123006833713
m506,scream 3,2000,5.3,"['horror', 'mystery', 'thriller']",181,103,155,41.230068337129836,23.462414578587698,35.30751708428246
m507,scream,1996,7.2,"['crime', 'horror', 'mystery', 'thriller']",329,346,39,46.07843137254902,48.4593837535014,5.46218487394958
m508,seven,1979,6.1,"['action', 'drama']",19,478,20,3.67504835589942,92.45647969052224,3.8684719535783367
m509,the searchers,1956,8.1,"['adventure', 'drama', 'western']",22,264,86,5.913978494623656,70.96774193548387,23.118279569892472
m510,seven days to live,2000,5.2,"['drama', 'horror', 'thriller']",76,63,36,43.42857142857143,36.0,20.57142857142857
m511,shakespeare in love,1998,7.4,"['comedy', 'drama', 'romance']",92,316,167,16.0,54.95652173913044,29.043478260869566
m512,shallow grave,1994,7.4,"['comedy', 'crime', 'drama', 'thriller']",156,419,37,25.49019607843137,68.4640522875817,6.045751633986928
m513,shampoo,1975,6.2,"['drama', 'romance']",471,594,95,40.60344827586207,51.206896551724135,8.189655172413794
m514,the shining,1980,8.5,"['horror', 'mystery', 'thriller']",113,281,88,23.443983402489625,58.298755186722,18.25726141078838
m515,silver bullet,1985,5.9,"['adventure', 'drama', 'horror', 'mystery', 'thriller']",0,131,37,0.0,77.97619047619048,22.023809523809522
m516,sister act,1992,5.9,"['comedy', 'crime', 'music']",266,392,98,35.18518518518518,51.85185185185185,12.962962962962962
m517,sleepy hollow,1999,7.5,"['fantasy', 'mystery', 'thriller']",71,296,83,15.777777777777777,65.77777777777779,18.444444444444443
m518,sling blade,1996,8.0,['drama'],98,540,47,14.306569343065693,78.83211678832117,6.86131386861314
m519,smoke,1995,7.5,"['comedy', 'drama']",104,557,53,14.565826330532214,78.01120448179272,7.42296918767507
m520,snow falling on cedars,1999,6.7,"['drama', 'mystery', 'romance', 'thriller']",26,266,108,6.5,66.5,27.0
m521,soldier,1998,5.6,"['action', 'drama', 'sci-fi']",0,0,13,0.0,0.0,100.0
m522,some like it hot,1959,8.4,['comedy'],244,724,96,22.932330827067666,68.04511278195488,9.022556390977442
m523,the wedding date,2005,5.5,"['comedy', 'romance']",139,134,90,38.29201101928375,36.91460055096419,24.793388429752067
m524,sounder,1972,7.8,['drama'],116,205,78,29.07268170426065,51.37844611528822,19.548872180451127
m525,south park: bigger longer & uncut,1999,7.8,"['animation', 'comedy', 'musical']",0,386,202,0.0,65.64625850340136,34.35374149659864
m526,spacejacked,1997,2.9,"['action', 'sci-fi']",74,193,118,19.22077922077922,50.12987012987013,30.649350649350648
m527,spare me,1992,5.8,['thriller'],99,382,68,18.0327868852459,69.58105646630237,12.386156648451731
m528,sphere,1998,5.6,"['drama', 'horror', 'mystery', 'sci-fi', 'thriller']",232,752,55,22.329162656400385,72.37728585178056,5.2935514918190565
m529,star wars,1977,8.8,"['action', 'adventure', 'fantasy', 'sci-fi']",0,222,69,0.0,76.28865979381443,23.711340206185564
m530,starship troopers,1997,7.1,"['action', 'adventure', 'sci-fi', 'thriller']",129,320,72,24.760076775431862,61.42034548944337,13.81957773512476
m531,star trek: the motion picture,1979,6.2,"['adventure', 'fantasy', 'mystery', 'sci-fi']",0,240,87,0.0,73.39449541284404,26.605504587155966
m532,state and main,2000,6.8,"['comedy', 'drama']",231,582,184,23.169508525576727,58.37512537612839,18.455366098294885
m533,stepmom,1998,6.2,"['comedy', 'drama']",625,157,19,78.02746566791511,19.600499375780274,2.3720349563046192
m534,storytelling,2001,6.7,"['comedy', 'drama']",98,196,103,24.68513853904282,49.37027707808564,25.94458438287154
m535,stranglehold,2007,8.6,"['action', 'adventure', 'crime']",0,0,180,0.0,0.0,100.0
m536,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,8.6,"['comedy', 'drama']",0,456,140,0.0,76.51006711409396,23.48993288590604
m537,suburbia,1996,6.5,"['comedy', 'drama']",264,751,16,25.606207565470417,72.84190106692532,1.5518913676042678
m538,sugar & spice,2001,5.2,"['comedy', 'crime']",177,17,66,68.07692307692308,6.538461538461539,25.384615384615383
m539,sunset blvd.,1950,8.7,"['drama', 'film-noir']",252,338,68,38.297872340425535,51.3677811550152,10.33434650455927
m540,supergirl,1984,4.1,"['action', 'adventure', 'sci-fi']",272,141,58,57.74946921443737,29.936305732484076,12.314225053078557
m541,superman iii,1983,4.7,"['action', 'adventure', 'comedy', 'fantasy', 'sci-fi']",90,240,152,18.672199170124482,49.79253112033195,31.535269709543567
m542,superman ii,1980,6.7,"['action', 'adventure', 'fantasy', 'romance', 'sci-fi']",66,69,173,21.428571428571427,22.4025974025974,56.16883116883117
m543,superman iv: the quest for peace,1987,3.4,"['action', 'adventure', 'family', 'fantasy', 'sci-fi']",53,111,77,21.991701244813278,46.058091286307054,31.950207468879665
m544,superman,1978,7.3,"['action', 'family', 'sci-fi']",132,232,87,29.268292682926827,51.44124168514412,19.290465631929045
m545,the sweet hereafter,1997,7.8,['drama'],176,296,99,30.823117338003502,51.83887915936952,17.338003502626968
m546,sweet smell of success,1957,8.2,"['drama', 'film-noir']",94,310,79,19.461697722567287,64.18219461697723,16.35610766045549
m547,terminator 2: judgment day,1991,8.5,"['action', 'sci-fi', 'thriller']",44,157,49,17.599999999999998,62.8,19.6
m548,taking sides,2001,7.2,"['drama', 'music', 'war']",28,327,37,7.142857142857142,83.41836734693877,9.438775510204081
m549,the terminator,1984,8.1,"['action', 'sci-fi', 'thriller']",87,76,72,37.02127659574468,32.340425531914896,30.638297872340424
m550,the game,1997,7.7,"['drama', 'mystery', 'thriller']",153,376,78,25.205930807248766,61.94398682042833,12.850082372322898
m551,the haunting,1999,4.6,"['horror', 'thriller', 'mystery']",166,74,75,52.6984126984127,23.49206349206349,23.809523809523807
m552,the limey,1999,7.0,"['crime', 'drama', 'mystery', 'thriller']",131,390,90,21.44026186579378,63.829787234042556,14.729950900163665
m553,the man who wasn't there,2001,7.7,"['crime', 'drama']",50,306,83,11.389521640091116,69.70387243735763,18.906605922551254
m554,the relic,1997,5.4,"['horror', 'mystery', 'thriller']",108,235,119,23.376623376623375,50.86580086580087,25.757575757575758
m555,the truman show,1998,8.0,['drama'],50,222,73,14.492753623188406,64.34782608695652,21.15942028985507
m556,the x files,1998,6.8,"['crime', 'horror', 'mystery', 'sci-fi', 'thriller']",109,270,83,23.593073593073594,58.44155844155844,17.965367965367964
m557,the cell,2000,6.2,"['drama', 'fantasy', 'horror', 'sci-fi', 'thriller']",137,85,37,52.8957528957529,32.818532818532816,14.285714285714285
m558,the third man,1949,8.5,"['film-noir', 'mystery', 'thriller']",106,407,90,17.5787728026534,67.49585406301824,14.925373134328357
m559,the beach,2000,6.3,"['adventure', 'drama', 'romance', 'thriller']",0,67,55,0.0,54.91803278688525,45.08196721311475
m560,the believer,2001,7.3,['drama'],83,353,151,14.139693356047701,60.13628620102215,25.72402044293015
m561,le grand bleu,1988,7.4,"['adventure', 'drama', 'romance']",174,270,79,33.269598470363285,51.625239005736134,15.105162523900573
m562,the hebrew hammer,2003,6.2,['comedy'],32,100,70,15.841584158415841,49.504950495049506,34.65346534653465
m563,the leopard man,1943,6.9,"['drama', 'horror', 'mystery', 'thriller']",67,203,73,19.533527696793,59.183673469387756,21.282798833819243
m564,the lost son,1999,6.5,"['crime', 'drama', 'romance', 'thriller']",187,424,120,25.581395348837212,58.00273597811218,16.415868673050614
m565,the messenger,2009,7.4,"['drama', 'romance', 'war']",284,265,168,39.609483960948396,36.95955369595537,23.430962343096233
m566,the pianist,2002,8.5,"['biography', 'drama', 'war']",0,143,131,0.0,52.18978102189781,47.81021897810219
m567,the piano,1993,7.5,"['drama', 'romance']",0,83,66,0.0,55.70469798657718,44.29530201342282
m568,the sting,1973,8.4,"['comedy', 'crime', 'drama']",15,330,166,2.935420743639922,64.57925636007828,32.4853228962818
m569,the thin man,1934,8.1,"['comedy', 'crime', 'drama', 'mystery', 'romance']",354,333,143,42.65060240963855,40.12048192771084,17.2289156626506
m570,three kings,1999,7.3,"['action', 'adventure', 'comedy', 'drama', 'war']",173,552,10,23.537414965986393,75.10204081632654,1.3605442176870748
m571,thx 1138,1971,6.8,"['drama', 'mystery', 'sci-fi', 'thriller']",39,131,68,16.386554621848738,55.04201680672269,28.57142857142857
m572,ticker,2001,3.3,"['action', 'thriller', 'crime']",0,86,267,0.0,24.362606232294617,75.63739376770539
m573,trouble in paradise,1932,8.2,"['comedy', 'crime', 'romance']",193,218,99,37.84313725490196,42.745098039215684,19.411764705882355
m574,titanic,1997,7.4,"['drama', 'history', 'romance']",127,140,130,31.98992443324937,35.26448362720403,32.7455919395466
m575,transatlantic merry-go-round,1934,6.9,"['comedy', 'musical', 'mystery', 'romance']",188,478,52,26.18384401114206,66.57381615598887,7.242339832869081
m576,tombstone,1993,7.7,"['action', 'drama', 'history', 'romance', 'western']",59,315,148,11.302681992337165,60.3448275862069,28.35249042145594
m577,tomorrow never dies,1997,6.4,"['action', 'adventure', 'thriller']",0,308,160,0.0,65.8119658119658,34.18803418803419
m578,to sleep with anger,1990,6.8,['drama'],85,201,69,23.943661971830984,56.61971830985916,19.43661971830986
m579,toy story,1995,8.2,"['animation', 'adventure', 'comedy', 'family', 'fantasy']",22,251,128,5.486284289276807,62.593516209476306,31.92019950124688
m580,the magic toyshop,1987,6.2,['fantasy'],50,46,9,47.61904761904761,43.80952380952381,8.571428571428571
m581,traffic,2000,7.8,"['crime', 'drama', 'thriller']",84,154,248,17.28395061728395,31.68724279835391,51.028806584362144
m582,trainspotting,1996,8.2,"['crime', 'drama']",34,274,62,9.18918918918919,74.05405405405405,16.756756756756758
m583,star trek v: the final frontier,1989,5.0,"['action', 'adventure', 'sci-fi', 'thriller']",0,249,98,0.0,71.75792507204612,28.24207492795389
m584,tron,1982,6.7,"['action', 'adventure', 'sci-fi', 'thriller', 'sci-fi']",0,151,168,0.0,47.33542319749217,52.66457680250783
m585,true lies,1994,7.2,"['action', 'thriller']",119,271,63,26.269315673289185,59.82339955849889,13.90728476821192
m586,true romance,1993,7.9,"['crime', 'romance', 'thriller']",123,461,128,17.275280898876407,64.74719101123596,17.97752808988764
m587,twelve monkeys,1995,8.1,"['mystery', 'sci-fi', 'thriller']",104,176,73,29.461756373937675,49.858356940509914,20.679886685552407
m588,u-turn,1973,5.8,['drama'],193,644,79,21.069868995633186,70.3056768558952,8.624454148471617
m589,u turn,1997,6.7,"['crime', 'drama', 'thriller']",160,517,56,21.828103683492497,70.53206002728513,7.639836289222374
m590,unbreakable,2000,7.3,"['drama', 'fantasy', 'mystery', 'thriller']",42,195,39,15.217391304347828,70.65217391304348,14.130434782608695
m591,unforgiven,1992,8.3,"['drama', 'western']",58,457,53,10.211267605633804,80.45774647887323,9.330985915492958
m592,the usual suspects,1995,8.7,"['crime', 'mystery', 'thriller']",0,266,121,0.0,68.73385012919897,31.266149870801037
m593,verdict,1974,5.7,['drama'],78,335,295,11.016949152542372,47.31638418079096,41.66666666666667
m594,vertigo,1958,8.6,"['crime', 'mystery', 'romance', 'thriller']",314,331,31,46.44970414201183,48.96449704142012,4.585798816568047
m595,very bad things,1998,6.0,"['comedy', 'crime', 'thriller']",94,604,60,12.401055408970976,79.68337730870712,7.9155672823219
m596,viridiana,1961,8.2,['drama'],107,103,148,29.88826815642458,28.77094972067039,41.340782122905026
m597,virtuosity,1995,5.3,"['action', 'crime', 'sci-fi', 'thriller']",98,198,106,24.378109452736318,49.25373134328358,26.368159203980102
m598,wag the dog,1997,7.1,"['comedy', 'drama']",141,461,156,18.601583113456467,60.817941952506594,20.58047493403694
m599,wall street,1987,7.3,"['crime', 'drama']",61,373,61,12.323232323232324,75.35353535353535,12.323232323232324
m600,waxwork,1988,6.0,"['comedy', 'fantasy', 'horror']",0,0,146,0.0,0.0,100.0
m601,what lies beneath,2000,6.5,"['drama', 'horror', 'mystery', 'thriller']",426,188,45,64.64339908952958,28.528072837632777,6.828528072837632
m602,what women want,2000,6.3,"['comedy', 'fantasy', 'romance']",0,0,6,0.0,0.0,100.0
m603,the witching hour,1996,6.5,"['documentary', 'short']",32,319,121,6.779661016949152,67.58474576271186,25.635593220338983
m604,white angel,1994,4.4,"['drama', 'thriller']",98,80,55,42.06008583690987,34.33476394849785,23.605150214592275
m605,who's your daddy?,2003,4.5,['comedy'],130,455,73,19.756838905775076,69.14893617021278,11.094224924012158
m606,wild things,1998,6.6,"['crime', 'mystery', 'thriller']",202,209,98,39.68565815324165,41.06090373280943,19.25343811394892
m607,wild wild west,1999,4.3,"['action', 'western', 'comedy', 'sci-fi']",21,260,41,6.521739130434782,80.74534161490683,12.732919254658384
m608,willow,1988,7.1,"['action', 'adventure', 'drama', 'fantasy', 'romance']",39,187,72,13.087248322147651,62.751677852349,24.161073825503358
m609,witness,1985,7.6,"['drama', 'romance', 'thriller']",99,206,52,27.73109243697479,57.70308123249299,14.565826330532214
m610,the wizard of oz,1939,8.3,"['adventure', 'family', 'fantasy', 'musical']",208,280,113,34.60898502495841,46.58901830282861,18.80199667221298
m611,the world is not enough,1999,6.3,"['action', 'adventure', 'thriller']",90,190,32,28.846153846153843,60.89743589743589,10.256410256410255
m612,watchmen,2009,7.8,"['action', 'crime', 'fantasy', 'mystery', 'sci-fi', 'thriller']",101,205,60,27.595628415300546,56.01092896174863,16.39344262295082
m613,xxx,2002,5.6,"['action', 'adventure', 'crime']",68,283,61,16.50485436893204,68.68932038834951,14.805825242718445
m614,x-men,2000,7.4,"['action', 'sci-fi']",0,0,175,0.0,0.0,100.0
m615,young frankenstein,1974,8.0,"['comedy', 'sci-fi']",117,369,89,20.347826086956523,64.17391304347827,15.478260869565217
m616,zulu dawn,1979,6.4,"['action', 'adventure', 'drama', 'history', 'war']",0,0,73,0.0,0.0,100.0
